Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15748.0078,NA,19.70900000000000,21.77530000000000,20.86150000000000,42.46530000000000,42.5369,15744.0013,24.8680,4.0065,20.8615,23.1064,23.3654,6.0281,17.3373,-1.4237,15744.0013,NA,44.0063,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15772.9937,NA,24.98590000000000,23.31440000000000,17.70730000000000,40.79040000000001,40.8654,15768.8693,21.8317,4.1244,17.7073,21.6038,23.3110,6.0146,17.2964,1.5536,15768.8693,NA,41.3400,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15795.4236,NA,22.42990000000000,24.93760000000000,18.53330000000000,41.67180000000000,43.3731,15790.7010,23.2559,4.7226,18.5333,23.0831,23.3113,6.0069,17.3044,-3.1059,15790.7010,NA,52.2639,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15817.9131,NA,22.48950000000000,25.36320000000000,20.97720000000000,43.24330000000000,46.2468,15813.9569,24.9334,3.9562,20.9772,23.1385,24.0610,6.0143,18.0467,-2.1073,15813.9569,NA,56.6514,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15843.3767,NA,25.46360000000000,20.47830000000000,20.88170000000000,41.17930000000000,41.2615,15838.8903,25.3681,4.4864,20.8817,22.2661,23.3996,6.0093,17.3903,4.4551,15838.8903,NA,49.1389,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15868.3462,NA,24.96950000000000,24.99050000000000,16.39360000000000,39.58250000000000,41.2825,15864.2584,20.4814,4.0878,16.3936,20.2976,23.3727,6.0299,17.3428,0.3776,15864.2584,NA,42.1233,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15888.9047,NA,20.55850000000000,21.69520000000000,20.85390000000000,42.32190000000000,42.4192,15884.7398,25.0188,4.1649,20.8539,23.1889,23.2979,6.0058,17.2921,-1.2138,15884.7398,NA,44.8088,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15914.0092,NA,25.10450000000000,23.25920000000000,17.41750000000000,40.50650000000000,40.5739,15909.7586,21.6681,4.2506,17.4175,21.4680,23.2891,6.0053,17.2838,1.7596,15909.7586,NA,41.0742,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15935.8830,NA,21.87380000000000,25.07270000000000,18.80420000000000,42.06380000000000,43.7728,15931.4267,23.2605,4.4563,18.8042,23.0890,23.4311,6.1251,17.3060,-3.4046,15931.4267,NA,44.1439,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15959.0265,NA,23.14350000000000,21.68650000000000,20.77310000000000,42.22050000000000,42.3158,15954.6872,25.1124,4.3393,20.7731,23.2596,23.3002,5.9705,17.3297,1.5740,15954.6872,NA,57.8369,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,15984.2033,NA,25.17680000000000,23.21030000000000,17.25590000000000,40.27970000000001,40.3493,15979.7996,21.6596,4.4037,17.2559,21.4474,23.2360,6.0481,17.1879,1.9021,15979.7996,NA,43.0050,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16005.4918,NA,21.28850000000000,24.92800000000000,19.20870000000000,42.28510000000000,43.9888,16001.4592,23.2413,4.0326,19.2087,23.0238,23.2939,6.0147,17.2792,-3.2684,16001.4592,NA,45.9709,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16029.5731,NA,24.08130000000000,21.71240000000000,20.00370000000000,41.52780000000000,41.6199,16024.7005,24.8763,4.8726,20.0037,23.0764,23.3240,6.0100,17.3140,1.5289,16024.7005,NA,44.6826,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16053.6835,NA,24.11040000000000,23.01160000000000,17.60960000000000,40.45700000000000,40.5211,16049.5768,21.7163,4.1067,17.6096,21.5241,23.0396,6.0310,17.0086,1.8647,16049.5768,NA,45.6960,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16075.6126,NA,21.92910000000000,25.04070000000000,18.68840000000000,41.97910000000000,43.6327,16071.2931,23.0079,4.3195,18.6884,22.8474,23.4512,6.1406,17.3106,-3.3244,16071.2931,NA,45.7347,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16098.4539,NA,22.84130000000000,21.80200000000000,20.92380000000000,42.51290000000000,42.5934,16094.3010,25.0767,4.1529,20.9238,23.2907,23.3751,6.0092,17.3659,1.2059,16094.3010,NA,44.5406,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16123.6641,NA,25.21020000000000,22.72780000000000,17.48260000000000,40.02920000000000,40.1110,16119.3777,21.7690,4.2864,17.4826,21.5891,22.7265,6.0204,16.7061,2.3489,16119.3777,NA,44.2672,NA
