Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5780.9632,22.9414,22.6847,0.2567,16.8201,22.1246,22.1158,0.0088,39.0920,11.2548,-10.7459,5780.9632,0.1473,38.0193,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5803.9046,0.3045,0.1573,0.1472,16.0033,0.2382,0.2382,0.0000,27.4054,12.3633,11.6866,5803.9046,11.1639,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5804.2091,22.3268,21.8142,0.5126,15.9370,23.2732,23.2648,0.0084,39.4642,11.1139,-12.0588,5804.2091,0.2540,37.6399,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5826.5359,0.3133,0.1602,0.1531,16.8834,0.1463,0.1439,0.0024,28.2513,11.5335,11.2129,5826.5359,11.2216,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5826.8492,21.8554,21.6084,0.2470,16.7164,22.7544,22.7435,0.0109,39.4715,11.6909,-11.2202,5826.8492,0.0007,36.2879,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5848.7046,0.3342,0.1810,0.1532,17.6154,0.0942,0.0919,0.0023,29.3070,10.7812,10.1645,5848.7046,11.5974,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5849.0388,23.0691,22.7669,0.3022,17.3754,22.3778,22.3638,0.0140,39.7540,11.6096,-10.4470,5849.0388,0.0008,40.7274,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5872.1079,0.5641,0.1865,0.3776,16.6841,0.0972,0.0954,0.0018,28.2945,11.4298,11.4595,5872.1079,11.5132,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5872.6720,26.0914,25.8084,0.2830,16.2172,22.7412,22.7281,0.0131,39.1602,11.1452,-10.8657,5872.6720,0.2018,38.7912,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5898.7634,0.3098,0.1576,0.1522,12.8670,0.1170,0.1152,0.0018,24.2140,11.0010,14.9462,5898.7634,11.2300,27.9323,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5899.0732,17.8242,17.5648,0.2594,12.6742,22.1523,22.1438,0.0085,34.9052,11.3766,-10.6912,5899.0732,0.0787,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5916.8974,0.3398,0.1640,0.1758,17.0023,0.1273,0.1257,0.0016,28.4576,11.4447,6.4476,5916.8974,11.3280,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5917.2372,23.0179,22.6902,0.3277,16.7898,22.4614,22.4523,0.0091,39.5625,11.1520,-11.1049,5917.2372,0.3113,36.7687,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5940.2551,0.3468,0.1701,0.1767,16.2333,0.1261,0.1240,0.0021,27.6966,10.9168,11.8659,5940.2551,11.3372,NA,NA
