Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25215.0573,0.3055,0.1524,0.1531,24.7865,0.2743,0.2721,0.0022,42.6455,17.9759,12.9514,25215.0573,17.5847,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25215.3628,34.6557,34.3949,0.2608,24.7553,35.5494,35.0469,0.5025,60.3159,16.9026,-17.6704,25215.3628,0.0112,58.4201,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25250.0185,0.3091,0.1579,0.1512,25.6490,0.1952,0.1919,0.0033,42.5628,21.1083,17.7531,25250.0185,16.7186,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25250.3276,35.1237,34.8715,0.2522,25.5351,37.8262,37.8167,0.0095,63.3620,16.9706,-20.7992,25250.3276,0.0007,65.6602,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25285.4513,0.3128,0.1535,0.1593,28.2376,0.2111,0.2093,0.0018,45.2089,18.2957,18.1531,25285.4513,16.7602,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25285.7641,31.9323,31.6773,0.2550,28.1359,35.0552,35.0475,0.0077,63.1918,18.2721,-17.9829,25285.7641,0.0007,70.1760,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25317.6964,0.3034,0.1523,0.1511,31.2588,0.2192,0.2192,0.0000,49.5316,18.1155,13.6602,25317.6964,18.0536,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25317.9998,32.4032,32.1252,0.2780,31.1746,36.1687,36.1644,0.0043,67.3437,18.1762,-17.8121,25317.9998,0.0004,75.8185,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25350.4030,0.3077,0.1558,0.1519,34.9401,0.2333,0.2333,0.0000,53.1167,13.9745,14.2270,25350.4030,17.9433,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25350.7107,33.2975,33.0541,0.2434,34.8657,31.9167,31.9101,0.0066,66.7835,18.1168,-13.6668,25350.7107,0.0011,77.1886,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25384.0082,0.3374,0.1885,0.1489,33.4849,0.2600,0.2565,0.0035,51.6028,14.6257,15.1807,25384.0082,17.8579,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25384.3456,32.7848,32.5338,0.2510,33.4075,32.4830,32.4787,0.0043,65.8911,17.3963,-14.2883,25384.3456,0.0006,79.1530,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25417.1304,0.7158,0.2011,0.5147,33.1057,0.1854,0.1809,0.0045,50.5026,16.5182,15.3885,25417.1304,17.2115,NA,NA
