Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,305.8825,24.6162,24.3602,0.2560,23.0746,23.2001,23.1929,0.0072,46.9457,10.9851,-11.6782,305.8825,0.6710,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,330.4987,0.3318,0.1762,0.1556,21.6585,0.1163,0.1139,0.0024,33.3146,11.3909,13.6311,330.4987,11.5398,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,330.8305,21.5539,21.0221,0.5318,21.4430,22.9103,22.8990,0.0113,44.3737,11.1012,-11.0591,330.8305,0.0204,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,352.3844,0.4771,0.2378,0.2393,22.7994,0.1216,0.1132,0.0084,33.9210,14.0141,10.4527,352.3844,11.0000,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,352.8615,22.7993,22.5287,0.2706,22.4439,25.0136,25.0016,0.0120,47.4580,12.6605,-13.5370,352.8615,0.0005,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,375.6608,0.4226,0.1925,0.2301,24.6582,0.1546,0.1523,0.0023,37.3192,10.9518,10.1388,375.6608,12.5064,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,376.0834,23.0257,22.7859,0.2398,24.3902,23.4576,23.4462,0.0114,47.8484,12.5882,-10.5292,376.0834,0.0006,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,399.1091,0.3530,0.1682,0.1848,24.8221,0.1569,0.1537,0.0032,37.4109,10.9829,10.4375,399.1091,12.4319,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,399.4621,25.9679,25.7181,0.2498,24.6260,23.4027,23.3864,0.0163,48.0408,11.7207,-10.6299,399.4621,0.0121,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,425.4300,0.3220,0.1670,0.1550,22.0608,0.1273,0.1239,0.0034,33.7936,12.2032,14.2472,425.4300,11.6055,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,425.7520,24.1558,23.9105,0.2453,21.8661,23.4079,23.3970,0.0109,45.6748,11.3381,-11.8812,425.7520,0.4008,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,449.9078,0.3215,0.1640,0.1575,21.1182,0.1218,0.1183,0.0035,32.8571,10.8641,12.8177,449.9078,11.6171,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,450.2293,20.5794,20.1738,0.4056,20.9185,22.4801,22.4725,0.0076,43.3997,11.0601,-10.5426,450.2293,0.0011,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,470.8087,0.7365,0.5176,0.2189,22.8192,0.1249,0.1227,0.0022,33.8804,11.4534,9.5193,470.8087,10.9363,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,471.5452,20.4040,20.1215,0.2825,22.2076,22.2817,22.2781,0.0036,44.5973,11.0828,-10.7169,471.5452,0.1080,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,491.9492,0.3558,0.1874,0.1684,24.0853,0.1443,0.1411,0.0032,35.2761,10.9089,9.3212,491.9492,11.0465,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,492.3050,26.5005,26.2089,0.2916,23.8738,21.9543,21.9462,0.0081,45.8292,11.0459,-10.5531,492.3050,0.0011,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,518.8055,0.3818,0.1782,0.2036,19.3276,0.1572,0.1572,0.0000,30.3746,11.2167,15.4546,518.8055,10.8898,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,519.1873,17.8677,17.6182,0.2495,19.1030,22.1048,22.0970,0.0078,41.2095,11.0594,-10.8349,519.1873,0.0017,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,537.0550,0.3249,0.1732,0.1517,23.3401,0.0957,0.0935,0.0022,34.4012,11.1010,6.8083,537.0550,10.9654,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,537.3799,26.8582,26.5992,0.2590,23.1109,22.0657,22.0598,0.0059,45.1773,11.1447,-10.7761,537.3799,0.0007,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,564.2381,0.3322,0.1680,0.1642,18.3184,0.1317,0.1317,0.0000,29.4638,11.2582,15.7135,564.2381,11.0137,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,564.5703,20.6079,20.3529,0.2550,18.1179,22.2709,22.2644,0.0065,40.3898,11.2009,-10.9260,564.5703,0.0010,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,585.1782,0.3198,0.1654,0.1544,19.7809,0.1058,0.1038,0.0020,30.9828,10.8271,9.4070,585.1782,11.0961,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,585.4980,23.2789,23.0335,0.2454,19.5669,21.9224,21.9148,0.0076,41.4901,11.0316,-10.5073,585.4980,0.0008,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,608.7769,0.3146,0.1598,0.1548,18.2104,0.0933,0.0916,0.0017,29.2428,11.1334,12.2473,608.7769,10.9391,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,609.0915,24.4772,24.2167,0.2605,17.9891,22.0138,22.0049,0.0089,40.0616,11.0056,-10.8188,609.0915,0.0587,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,633.5687,0.3478,0.1846,0.1632,15.5257,0.1550,0.1532,0.0018,26.5900,10.3800,13.4716,633.5687,10.9093,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,633.9165,19.4880,19.2325,0.2555,15.3329,21.2876,21.2771,0.0105,36.6222,10.6190,-10.0322,633.9165,0.0017,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,653.4045,0.3668,0.1570,0.2098,17.1325,0.0857,0.0841,0.0016,27.7532,10.5216,8.8690,653.4045,10.5350,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,653.7713,23.0258,22.7597,0.2661,16.8514,20.9099,20.9004,0.0095,37.9080,10.3227,-10.1548,653.7713,0.1467,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,676.7971,0.3595,0.1885,0.1710,14.7355,0.0862,0.0842,0.0020,25.2049,12.7124,12.7031,676.7971,10.3832,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,677.1566,24.1923,23.9502,0.2421,14.4622,23.0116,21.7200,1.2916,37.5578,11.3831,-12.3529,677.1566,0.0840,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,701.3489,0.3209,0.1672,0.1537,13.2815,0.0847,0.0792,0.0055,24.7486,11.3321,12.8092,701.3489,11.3824,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,701.6698,22.9611,22.6887,0.2724,13.0453,22.7134,20.9165,1.7969,35.7598,11.9170,-11.0112,701.6698,0.0011,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,724.6309,0.3148,0.1583,0.1565,12.7976,0.1268,0.1247,0.0021,24.7157,12.3199,11.0441,724.6309,11.7913,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,724.9457,23.3187,23.0731,0.2456,12.6096,24.1108,21.7123,2.3985,36.7208,12.3641,-12.0051,724.9457,0.0004,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,748.2644,0.3054,0.1531,0.1523,13.4017,0.0714,0.0664,0.0050,25.7662,11.5745,10.9546,748.2644,12.2931,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,748.5698,24.8450,24.6012,0.2438,13.1677,23.8670,21.8096,2.0574,37.0353,12.2331,-11.2691,748.5698,0.0006,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,773.4148,0.3137,0.1587,0.1550,12.1897,0.1862,0.1862,0.0000,24.4234,9.3524,12.6119,773.4148,12.0475,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,773.7285,20.2710,20.0005,0.2705,12.0622,21.3524,21.3372,0.0152,33.4621,10.6909,-9.0387,773.7285,0.0475,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,793.9995,0.3214,0.1618,0.1596,13.1436,0.1284,0.1262,0.0022,23.8820,13.2010,9.5801,793.9995,10.6100,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,794.3209,22.6568,22.3879,0.2689,12.9506,23.0718,21.9572,1.1146,36.7616,10.8179,-12.8796,794.3209,0.7392,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,816.9777,0.3277,0.1580,0.1697,13.3656,0.1037,0.1020,0.0017,24.9227,11.2305,11.8389,816.9777,11.4534,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,817.3054,22.4407,22.1793,0.2614,13.1416,22.6834,21.9861,0.6973,35.8255,11.4540,-10.9028,817.3054,0.0005,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,839.7461,0.3212,0.1619,0.1593,13.3843,0.1287,0.1265,0.0022,24.8388,10.6290,10.9867,839.7461,11.3258,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,840.0673,21.5679,21.2873,0.2806,13.1918,21.9540,21.9423,0.0117,35.1466,11.3268,-10.3078,840.0673,0.0008,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,861.6352,0.3146,0.1579,0.1567,13.5779,0.1408,0.1373,0.0035,24.9055,11.1858,10.2411,861.6352,11.1868,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,861.9498,21.1770,20.9350,0.2420,13.4041,22.3496,22.3407,0.0089,35.7767,11.1903,-10.8712,861.9498,0.0230,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,883.1268,0.3302,0.1713,0.1589,14.5767,0.1108,0.1085,0.0023,25.7900,12.2657,9.9867,883.1268,11.1025,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,883.4570,21.9042,21.6666,0.2376,14.3573,23.3152,23.3013,0.0139,37.7255,11.6519,-11.9355,883.4570,0.0530,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,905.3612,0.3051,0.1522,0.1529,15.7683,0.1054,0.1000,0.0054,27.4732,12.2537,10.2523,905.3612,11.5995,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,905.6663,21.5649,21.2827,0.2822,15.5686,23.8527,23.8434,0.0093,39.4218,12.1275,-11.9486,905.6663,0.0005,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,927.2312,0.3141,0.1608,0.1533,17.8564,0.1008,0.0983,0.0025,29.9844,11.4907,9.4374,927.2312,12.0272,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,927.5453,23.8851,23.6097,0.2754,17.6431,23.5169,23.5096,0.0073,41.1610,12.1035,-11.1766,927.5453,0.0010,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,951.4304,0.3105,0.1590,0.1515,17.2749,0.1383,0.1360,0.0023,29.3794,11.1581,11.7816,951.4304,11.9662,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,951.7409,19.6910,19.4168,0.2742,17.1027,23.1170,23.1102,0.0068,40.2270,11.5781,-10.8476,951.7409,0.0073,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,971.4319,0.3137,0.1592,0.1545,20.5287,0.1119,0.1100,0.0019,32.1141,12.4504,8.1129,971.4319,11.4735,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,971.7456,22.7236,22.4647,0.2589,20.3269,23.6926,23.6857,0.0069,44.2508,11.6519,-12.1367,971.7456,0.2313,NA,NA
