Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14549.4389,NA,15.18880000000000,13.85040000000000,0.32200000000000,9.14240000000000,9.4838,14534.6687,15.0922,14.7702,0.3220,9.1404,14.7722,14.7663,0.0059,1.6643,14534.6687,NA,16.5308,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14562.8547,NA,13.41580000000000,14.44260000000000,0.36450000000000,10.40540000000000,10.5106,14549.7609,13.4583,13.0938,0.3645,8.8204,14.6788,14.6702,0.0086,0.6496,14549.7609,NA,15.9661,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14581.9984,NA,19.14370000000000,14.58810000000000,0.35970000000000,5.33320000000000,5.9550,14563.2192,19.1389,18.7792,0.3597,10.0409,14.0715,14.0654,0.0061,-1.1298,14563.2192,NA,13.5291,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14598.1368,NA,16.13840000000000,14.70660000000000,0.30510000000000,4.45330000000000,4.5232,14582.3581,16.0838,15.7787,0.3051,4.9735,15.2585,15.0801,0.1784,4.4323,14582.3581,NA,11.2707,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14613.7922,NA,15.65540000000000,16.10380000000000,0.43800000000000,4.28920000000000,4.9716,14598.4419,15.7883,15.3503,0.4380,4.1482,15.4913,15.0123,0.4790,-0.0200,14598.4419,NA,10.3700,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14630.6963,NA,16.90410000000000,15.96440000000000,0.29620000000000,3.98470000000000,4.0319,14614.2302,16.7623,16.4661,0.2962,3.8512,16.5996,15.4821,1.1175,-0.1761,14614.2302,NA,10.3361,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14646.0291,NA,15.33280000000000,15.94170000000000,0.30950000000000,4.01570000000000,4.6408,14630.9925,15.3461,15.0366,0.3095,3.6885,15.3638,15.1029,0.2609,0.8206,14630.9925,NA,10.2780,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14660.9329,NA,14.90380000000000,14.59120000000000,0.35450000000000,4.27530000000000,4.3282,14646.3386,14.9488,14.5943,0.3545,3.7062,15.1634,15.1564,0.0070,0.7549,14646.3386,NA,8.8708,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14676.4959,NA,15.56300000000000,15.07350000000000,0.37160000000000,3.78730000000000,3.8387,14661.2874,15.5801,15.2085,0.3716,3.9208,15.0750,14.9726,0.1024,-0.1247,14661.2874,NA,7.9492,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14693.0231,NA,16.52720000000000,16.40710000000000,0.28970000000000,3.65970000000000,3.7186,14676.8675,16.4453,16.1556,0.2897,3.4157,16.3996,14.7254,1.6742,-0.8270,14676.8675,NA,8.3588,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14708.4550,NA,15.43190000000000,16.57980000000000,0.29220000000000,4.25650000000000,4.8665,14693.3128,15.4344,15.1422,0.2922,3.3700,16.0287,14.5916,1.4371,-0.1345,14693.3128,NA,9.9332,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14724.2416,NA,15.78660000000000,15.54890000000000,0.30510000000000,4.56820000000000,4.6288,14708.7472,15.7995,15.4944,0.3051,3.9643,16.0983,14.9359,1.1624,-0.1145,14708.7472,NA,10.4499,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14740.1908,NA,15.94920000000000,15.55250000000000,0.30620000000000,4.13800000000000,4.2321,14724.5467,15.9503,15.6441,0.3062,4.2631,15.5190,15.0403,0.4787,0.2470,14724.5467,NA,13.0274,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14756.3495,NA,16.15870000000000,16.26830000000000,0.30520000000000,4.27780000000000,4.3417,14740.4970,16.1577,15.8525,0.3052,3.8318,16.2985,15.1649,1.1336,-0.3180,14740.4970,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14771.0638,NA,14.71430000000000,15.37500000000000,0.32660000000000,4.47040000000000,5.0024,14756.6547,14.7357,14.4091,0.3266,3.9726,14.9069,14.8106,0.0963,0.7827,14756.6547,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14787.0473,NA,15.98350000000000,14.63930000000000,0.25210000000000,3.60820000000000,3.6582,14771.3904,15.9090,15.6569,0.2521,4.1438,15.1213,14.6327,0.4886,0.0964,14771.3904,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14801.3585,NA,14.31120000000000,14.86890000000000,0.34730000000000,4.04600000000000,4.2159,14787.2994,14.4064,14.0591,0.3473,3.3561,14.7490,14.7370,0.0120,1.0401,14787.2994,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14815.8784,NA,14.51990000000000,14.42320000000000,0.29700000000000,4.04720000000000,4.1192,14801.7058,14.4696,14.1726,0.2970,3.6987,14.5211,14.5145,0.0066,-0.0168,14801.7058,NA,21.5229,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14831.8983,NA,16.01990000000000,16.06750000000000,0.29640000000000,4.14300000000000,4.1668,14816.1754,16.0193,15.7229,0.2964,3.7502,16.1157,14.8735,1.2422,-1.5979,14816.1754,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14846.6782,NA,14.77990000000000,15.01980000000000,0.27750000000000,4.33400000000000,4.4067,14832.1947,14.7610,14.4835,0.2775,3.8466,14.9709,14.9504,0.0205,0.9995,14832.1947,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14860.7937,NA,14.11550000000000,14.41970000000000,0.30250000000000,4.64840000000000,4.7109,14846.9557,14.1405,13.8380,0.3025,4.0565,14.4299,14.4276,0.0023,0.3413,14846.9557,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14875.9516,NA,15.15790000000000,15.14440000000000,0.29550000000000,4.07930000000000,4.6974,14861.0962,15.1509,14.8554,0.2955,4.3459,14.5888,14.5814,0.0074,-1.0039,14861.0962,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14890.4366,NA,14.48500000000000,14.77080000000000,0.25620000000000,4.90000000000000,4.9832,14876.2471,14.4457,14.1895,0.2562,3.7838,15.3057,14.5385,0.7672,0.3801,14876.2471,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14905.0529,NA,14.61630000000000,14.51330000000000,0.33980000000000,4.68350000000000,4.8802,14890.6928,14.6999,14.3601,0.3398,4.6438,14.3998,14.3896,0.0102,-0.0676,14890.6928,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14920.1165,NA,15.06360000000000,14.87320000000000,0.54980000000000,4.66500000000000,4.6898,14905.3927,15.2736,14.7238,0.5498,4.3437,15.0451,14.3422,0.7029,-0.1733,14905.3927,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14937.4432,NA,17.32670000000000,17.06510000000000,0.27980000000000,4.11870000000000,4.4282,14920.6663,17.0567,16.7769,0.2798,4.1152,16.7804,14.5293,2.2511,-1.7915,14920.6663,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14952.6656,NA,15.22240000000000,16.16160000000000,0.28910000000000,4.53200000000000,5.3674,14937.7230,15.2317,14.9426,0.2891,3.8389,15.6357,14.4982,1.1375,0.8951,14937.7230,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14966.8300,NA,14.16440000000000,13.23310000000000,0.26430000000000,4.40830000000000,4.4361,14952.9547,14.1396,13.8753,0.2643,4.2429,14.0407,13.9533,0.0874,1.9986,14952.9547,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14982.1970,NA,15.36700000000000,15.63140000000000,0.42840000000000,4.63650000000000,4.7005,14967.0943,15.5311,15.1027,0.4284,4.1440,15.5952,14.7201,0.8751,-1.4918,14967.0943,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,14997.6449,NA,15.44790000000000,15.95210000000000,0.27720000000000,4.52880000000000,5.2047,14982.6254,15.2967,15.0195,0.2772,4.2081,15.3402,14.5459,0.7943,-0.4210,14982.6254,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15011.7969,NA,14.15200000000000,13.71860000000000,0.27820000000000,4.74430000000000,4.7713,14997.9221,14.1530,13.8748,0.2782,4.2516,14.3675,14.3615,0.0060,1.5781,14997.9221,NA,12.1720,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15026.9898,NA,15.19290000000000,15.42520000000000,0.27480000000000,4.52070000000000,5.0036,15012.0751,15.1895,14.9147,0.2748,4.4661,14.9693,14.5940,0.3753,-1.2722,15012.0751,NA,15.6010,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15042.1737,NA,15.18390000000000,14.79880000000000,0.29650000000000,4.21160000000000,4.6185,15027.2646,15.2056,14.9091,0.2965,4.2459,14.8748,14.3046,0.5702,0.3907,15027.2646,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15056.3454,NA,14.17170000000000,14.09650000000000,0.31250000000000,4.48070000000000,4.5433,15042.4702,14.1877,13.8752,0.3125,3.9151,14.4408,14.1857,0.2551,1.1091,15042.4702,NA,8.4907,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15070.5806,NA,14.23520000000000,14.51110000000000,0.27460000000000,4.75080000000000,4.8192,15056.6579,14.1973,13.9227,0.2746,4.1682,14.5053,14.3504,0.1549,-0.3234,15056.6579,NA,9.0084,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15086.3655,NA,15.78490000000000,15.08000000000000,0.30090000000000,4.05430000000000,4.1143,15070.8552,15.8112,15.5103,0.3009,4.4762,15.0884,14.4438,0.6446,-0.8827,15070.8552,NA,8.0866,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15100.5342,NA,14.16870000000000,15.16490000000000,0.27420000000000,4.77560000000000,5.1105,15086.6664,14.1420,13.8678,0.2742,3.7534,14.8900,14.5782,0.3118,0.6463,15086.6664,NA,21.2418,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15116.4645,NA,15.93030000000000,15.17820000000000,0.30280000000000,4.31740000000000,4.3584,15100.8084,15.9589,15.6561,0.3028,4.5014,15.4721,14.8169,0.6552,-1.0362,15100.8084,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15131.2361,NA,14.77160000000000,15.19890000000000,0.32750000000000,4.46220000000000,4.7857,15116.7673,14.7963,14.4688,0.3275,4.0146,14.9164,14.2505,0.6659,0.7600,15116.7673,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15146.7990,NA,15.56290000000000,15.14760000000000,0.28400000000000,4.30500000000000,4.3704,15131.5636,15.5194,15.2354,0.2840,4.1347,15.4057,14.4322,0.9735,-0.3513,15131.5636,NA,NA,NA
SandFall-Win64-Shipping.exe,32396,0x27E295FDE80,DXGI,0,0,1,Hardware Composed: Independent Flip,15161.5823,NA,14.78330000000000,14.89650000000000,0.32220000000000,4.19940000000000,4.4836,15147.0830,14.8215,14.4993,0.3222,4.0210,14.6777,14.0525,0.6252,0.6229,15147.0830,NA,NA,NA
