Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,360.5691,NA,16.53210000000000,16.76430000000000,13.92700000000000,26.05590000000000,26.1551,357.8294,16.6667,2.7397,13.9270,12.0938,16.7018,2.6372,14.0646,-0.0974,357.8294,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,377.2047,NA,16.63560000000000,16.42810000000000,13.95670000000000,25.91140000000000,25.9476,374.4961,16.6653,2.7086,13.9567,12.1289,16.4911,2.5211,13.9700,0.2386,374.4961,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,393.8370,NA,16.63230000000000,16.73700000000000,13.99140000000000,25.92660000000000,26.0523,391.1614,16.6670,2.6756,13.9914,11.9547,16.6475,2.6045,14.0430,-0.0717,391.1614,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,410.5708,NA,16.73380000000000,16.57770000000000,13.92730000000000,25.85930000000000,25.8962,407.8284,16.6697,2.7424,13.9273,11.9352,16.6665,2.5932,14.0733,0.0893,407.8284,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,427.1626,NA,16.59180000000000,16.50450000000000,13.99470000000000,25.80010000000000,25.8089,424.4981,16.6592,2.6645,13.9947,11.9320,16.5326,2.5538,13.9788,0.1652,424.4981,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,443.8602,NA,16.69760000000000,16.58950000000000,13.96840000000000,25.69310000000000,25.7008,441.1573,16.6713,2.7029,13.9684,11.8054,16.5906,2.6239,13.9667,0.0697,441.1573,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,460.6309,NA,16.77070000000000,16.63750000000000,13.85820000000000,25.52790000000000,25.5676,457.8286,16.6605,2.8023,13.8582,11.7247,16.6055,2.5818,14.0237,0.0338,457.8286,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,477.1518,NA,16.52090000000000,16.53640000000000,14.00520000000000,25.57390000000000,25.5831,474.4891,16.6679,2.6627,14.0052,11.6697,16.5669,2.6077,13.9592,0.1241,474.4891,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,493.9107,NA,16.75890000000000,16.70550000000000,13.91890000000000,25.48990000000000,25.5297,491.1570,16.6726,2.7537,13.9189,11.5687,16.6749,2.5902,14.0847,-0.0376,491.1570,NA,35.0243,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,510.7224,NA,16.81170000000000,16.70010000000000,13.77190000000000,25.32740000000000,25.4181,507.8296,16.6647,2.8928,13.7719,11.5710,16.6492,2.5319,14.1173,-0.0275,507.8296,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,527.5196,NA,16.79720000000000,16.42980000000000,13.63570000000000,25.03000000000000,25.0507,524.4943,16.6610,3.0253,13.6357,11.5555,16.4998,2.5803,13.9195,0.2349,524.4943,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,543.8133,NA,16.29370000000000,16.64430000000000,14.00840000000000,25.39280000000000,25.4013,541.1553,16.6664,2.6580,14.0084,11.3943,16.6565,2.6062,14.0503,0.0167,541.1553,NA,34.7797,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,560.5360,NA,16.72270000000000,16.52870000000000,13.95440000000000,25.16470000000000,25.2073,557.8217,16.6687,2.7143,13.9544,11.3844,16.4946,2.5035,13.9911,0.1377,557.8217,NA,NA,NA
